record_id,user_id,date,screen_time_minutes,unlock_count,app_switch_count,typing_speed_wpm,scroll_speed,night_usage_minutes,social_app_minutes,productive_app_minutes,night_ratio,unlock_intensity,fragmentation_index,agitation_score,social_ratio,social_opens_per_hour,social_session_avg,social_session_var,late_night_social_ratio,social_inter_open_gap_min,self_report_score,label,prev_label_lag1,roll_3d_screen_time_minutes,roll_7d_screen_time_minutes,roll_3d_social_ratio,roll_7d_social_ratio,roll_3d_app_switch_count,roll_7d_app_switch_count,roll_3d_scroll_speed,roll_7d_scroll_speed,roll_3d_typing_speed_wpm,roll_7d_typing_speed_wpm,dod_pct_screen_time_minutes,dod_pct_app_switch_count,dod_pct_scroll_speed,dod_pct_typing_speed_wpm,raw_formula_stress,stress_score,raw_formula_anxiety,anxiety_score,raw_formula_burnout,burnout_score,raw_formula_addiction,addiction_score,stress_level,anxiety_level,burnout_level,addiction_level
REC_002754,user_056,2026-01-04,490.34,124,138,10.0,247.18,247.5,217.73,44.43,0.5048,0.2529,0.1407,0.2306,0.444,6.73,3.96,1.92,0.5048,17.27,1,Burnout,3,412.24,412.24,0.4025,0.4025,162.6667,162.6667,442.86,442.86,26.02,26.02,0.0286,0.3529,-0.0572,0.0,0.1985,0.161,0.1509,0.1394,0.5859,0.5489,0.3963,0.4386,Low,Low,High,High
REC_002755,user_056,2026-01-05,501.0,93,128,10.0,198.0,214.7,239.27,68.34,0.4286,0.1856,0.1277,0.1886,0.4776,5.2694,5.44,3.62,0.4286,21.34,1,Burnout,3,468.46,431.765,0.4269,0.4129,101.6667,156.5,238.3433,393.94,10.0,22.015,0.0217,-0.0725,-0.199,0.0,0.1842,0.1112,0.1272,0.1322,0.5555,0.5377,0.3723,0.3704,Low,Low,High,Medium
REC_002756,user_056,2026-01-06,447.68,102,106,16.26,190.77,246.56,140.54,35.8,0.5507,0.2278,0.1184,0.2132,0.3139,4.2888,4.39,2.36,0.5507,31.01,1,Burnout,3,489.3467,445.612,0.4499,0.4258,122.6667,150.8,235.7833,354.752,10.0,19.612,-0.1064,-0.1719,-0.0365,0.626,0.1803,0.1319,0.1302,0.1719,0.5785,0.591,0.3337,0.3495,Low,Medium,High,Medium
REC_002757,user_056,2026-01-07,355.41,123,137,21.5,217.57,221.78,164.9,33.69,0.624,0.3461,0.1927,0.2815,0.464,9.6228,2.89,1.03,0.624,19.03,1,Burnout,3,479.6733,445.9567,0.4118,0.4072,124.0,143.3333,211.9833,327.4217,12.0867,19.0533,-0.2061,0.2925,0.1405,0.3223,0.206,0.2469,0.1854,0.1983,0.5674,0.6593,0.469,0.5421,Medium,Medium,High,High
REC_002758,user_056,2026-01-08,338.68,102,52,12.82,181.68,180.38,111.02,26.67,0.5326,0.3012,0.0768,0.2145,0.3278,5.8463,3.36,1.39,0.5326,33.37,1,Burnout,3,434.6967,433.0214,0.4185,0.4153,123.6667,142.4286,202.1133,311.7286,15.92,19.4029,-0.0471,-0.6204,-0.165,-0.4037,0.1414,0.1358,0.1176,0.0295,0.5375,0.5424,0.3494,0.4103,Low,Low,High,High
REC_002759,user_056,2026-01-09,395.09,64,104,13.13,173.17,153.2,145.07,51.02,0.3878,0.162,0.1316,0.1728,0.3672,3.4929,6.31,4.87,0.3878,45.43,3,Burnout,3,380.59,435.45,0.3686,0.4091,98.3333,104.0,196.6733,214.7214,16.86,12.94,0.1666,1.0,-0.0468,0.0242,0.1679,0.2001,0.1151,0.0071,0.4923,0.4792,0.2981,0.2803,Low,Low,High,Medium
REC_002760,user_056,2026-01-10,522.33,99,108,18.08,181.6,242.11,166.99,60.2,0.4635,0.1895,0.1034,0.1842,0.3197,3.561,5.39,3.55,0.4635,29.6,1,Burnout,3,363.06,429.2714,0.3863,0.4032,97.6667,109.5714,190.8067,210.0771,15.8167,13.3871,0.3221,0.0385,0.0487,0.377,0.1873,0.2289,0.1145,0.0844,0.5628,0.5815,0.3025,0.3046,Medium,Low,High,Medium
REC_002761,user_056,2026-01-11,427.15,92,142,18.95,221.44,235.52,206.43,53.32,0.5514,0.2154,0.1662,0.2307,0.4833,6.1805,4.69,2.7,0.5514,23.02,1,Burnout,3,418.7,435.79,0.3382,0.3877,88.0,110.4286,178.8167,198.5671,14.6767,14.5414,-0.1822,0.3148,0.2194,0.0481,0.205,0.2044,0.1546,0.2018,0.566,0.5905,0.4205,0.4563,Low,Medium,High,High
REC_002762,user_056,2026-01-12,466.09,102,131,16.37,189.44,233.61,181.42,66.96,0.5012,0.2188,0.1405,0.2099,0.3892,5.0205,4.65,2.65,0.5012,24.97,1,Burnout,3,448.19,426.7629,0.3901,0.3934,118.0,111.0,192.07,194.89,16.72,15.82,0.0912,-0.0775,-0.1445,-0.1361,0.1908,0.1454,0.1377,0.139,0.5627,0.5517,0.3562,0.3243,Low,Low,High,Medium
REC_002763,user_056,2026-01-13,436.43,86,128,12.29,309.8,232.66,211.44,44.2,0.5331,0.1971,0.1466,0.2352,0.4845,5.6367,5.16,3.26,0.5331,24.48,1,Burnout,3,471.8567,421.7757,0.3974,0.3807,127.0,111.4286,197.4933,193.6671,17.8,16.73,-0.0636,-0.0229,0.6353,-0.2492,0.2102,0.2414,0.1498,0.2295,0.5744,0.6033,0.4101,0.415,Medium,Medium,High,High
REC_002764,user_056,2026-01-14,198.4,42,43,37.89,244.67,0.89,43.87,71.79,0.0045,0.2117,0.1084,0.1463,0.2211,2.7218,4.87,2.91,0.0045,137.96,3,Balanced,3,443.2233,420.1686,0.4523,0.4051,133.6667,114.5714,240.2267,210.6714,15.87,16.1629,-0.5454,-0.6641,-0.2102,2.0,0.1829,0.0593,0.0932,0.1333,0.1986,0.2111,0.117,0.097,Low,Low,Low,Low
REC_002765,user_056,2026-01-15,524.18,56,119,13.26,230.88,189.96,223.48,43.33,0.3624,0.1068,0.1135,0.1613,0.4263,2.6327,9.72,11.57,0.3624,39.82,1,Burnout,0,366.9733,397.7386,0.3649,0.3704,100.6667,101.1429,247.97,214.5429,22.1833,18.5043,1.642,1.7674,-0.0564,-0.65,0.1954,0.2564,0.1059,0.0401,0.5277,0.5035,0.3056,0.3055,Medium,Low,High,Medium
REC_002766,user_056,2026-01-16,404.7,72,76,16.87,154.17,253.28,160.93,46.74,0.6259,0.1779,0.0939,0.1974,0.3977,4.1513,5.75,4.05,0.6259,36.98,2,Burnout,3,386.3367,424.2386,0.3773,0.3845,96.6667,110.7143,261.7833,221.5714,21.1467,18.5671,-0.2279,-0.3613,-0.3323,0.2722,0.1574,0.0468,0.115,0.166,0.5955,0.5809,0.3884,0.4102,Low,Medium,High,High
REC_002767,user_056,2026-01-17,501.35,93,126,10.0,147.91,213.5,176.73,73.14,0.4258,0.1855,0.1257,0.1775,0.3525,3.8297,5.52,3.74,0.4258,29.33,1,Burnout,3,375.76,425.6114,0.3484,0.3888,79.3333,106.7143,209.9067,218.8571,22.6733,19.1014,0.2388,0.6579,-0.0406,-0.4072,0.1718,0.1094,0.1186,0.058,0.5544,0.5868,0.307,0.3026,Low,Low,High,Medium
REC_002768,user_056,2026-01-18,577.45,98,117,20.05,205.44,258.12,235.39,61.36,0.447,0.1697,0.1013,0.181,0.4076,4.0523,6.04,4.46,0.447,22.12,1,Burnout,3,476.7433,422.6143,0.3922,0.3935,107.0,109.2857,177.6533,214.0443,13.3767,17.9471,0.1518,-0.0714,0.389,1.005,0.2037,0.184,0.1158,0.1992,0.5716,0.617,0.3377,0.3771,Low,Medium,High,Medium
REC_002769,user_056,2026-01-19,520.66,90,90,10.0,217.08,146.96,201.21,46.93,0.2823,0.1729,0.0864,0.1549,0.3865,3.9181,5.92,4.29,0.2823,27.04,1,Burnout,3,494.5,444.0857,0.3859,0.3827,106.3333,105.7143,169.1733,211.7586,15.64,18.1043,-0.0983,-0.2308,0.0567,-0.5012,0.1772,0.1191,0.0986,0.1246,0.4969,0.4473,0.2785,0.3227,Low,Low,Medium,Medium
REC_002770,user_056,2026-01-20,463.57,88,94,14.74,174.67,182.15,205.84,66.74,0.3929,0.1898,0.1014,0.1717,0.444,5.0478,5.28,3.41,0.3929,25.04,2,Burnout,3,533.1533,451.8814,0.3822,0.3823,111.0,99.8571,190.1433,215.7071,13.35,17.1943,-0.1096,0.0444,-0.1954,0.474,0.1708,0.079,0.1106,0.1825,0.5163,0.555,0.3459,0.3708,Low,Medium,High,Medium
REC_002771,user_056,2026-01-21,597.34,115,95,10.0,211.13,235.84,215.22,81.23,0.3948,0.1925,0.0795,0.1734,0.3603,4.1183,5.25,3.38,0.3948,20.55,1,Burnout,3,520.56,455.7586,0.4127,0.3765,100.3333,95.0,199.0633,196.4029,14.93,17.5443,0.2886,0.0106,0.2087,-0.3216,0.1854,0.1906,0.1071,0.1347,0.5754,0.6022,0.3037,0.324,Low,Low,High,Medium
REC_002772,user_056,2026-01-22,438.09,81,131,12.24,231.08,230.44,136.01,47.26,0.526,0.1849,0.1495,0.2162,0.3105,3.4239,5.44,3.63,0.526,40.08,1,Burnout,3,527.19,512.75,0.3969,0.3964,93.0,102.4286,200.96,191.6114,11.58,13.56,-0.2666,0.3789,0.0945,0.224,0.1931,0.1691,0.1386,0.1382,0.5719,0.5421,0.3162,0.352,Low,Low,High,Medium
REC_002773,user_056,2026-01-23,416.77,78,110,10.08,129.49,235.71,205.77,24.71,0.5656,0.1872,0.132,0.1971,0.4937,5.4706,5.41,3.59,0.5656,26.93,2,Burnout,3,499.6667,500.4514,0.3716,0.3799,106.6667,104.1429,205.6267,191.64,12.3267,13.4143,-0.0487,-0.1603,-0.4396,-0.1765,0.1567,0.131,0.1292,0.1366,0.5863,0.6601,0.4219,0.4753,Low,Low,High,High
REC_002774,user_056,2026-01-24,484.41,76,90,25.52,206.15,192.03,153.64,31.09,0.3964,0.1569,0.0929,0.1678,0.3172,2.9727,6.4,5.02,0.3964,39.82,1,Burnout,3,484.0667,502.1757,0.3882,0.3936,112.0,109.0,190.5667,188.1143,10.7733,12.4443,0.1623,-0.1818,0.592,1.5317,0.1946,0.1828,0.1023,0.0591,0.5039,0.57,0.2755,0.1937,Low,Low,High,Low
REC_002775,user_056,2026-01-25,476.99,73,122,15.14,246.85,212.11,187.28,57.32,0.4447,0.153,0.1279,0.1927,0.3926,3.5221,6.69,5.48,0.4447,34.39,1,Burnout,3,446.4233,499.7557,0.3738,0.3885,110.3333,103.8571,188.9067,196.4343,15.9467,14.6614,-0.0153,0.3556,0.1974,-0.4067,0.1996,0.1319,0.1239,0.1346,0.5437,0.527,0.3257,0.287,Low,Low,High,Medium
REC_002776,user_056,2026-01-26,603.53,128,112,12.6,185.05,188.32,198.0,38.47,0.312,0.2121,0.0928,0.1647,0.3281,4.076,4.83,2.86,0.312,20.4,1,Burnout,3,459.39,485.4043,0.4012,0.3864,107.3333,104.5714,194.1633,202.35,16.9133,13.96,0.2653,-0.082,-0.2504,-0.1678,0.1889,0.2227,0.1077,0.1137,0.5352,0.5089,0.2656,0.2379,Low,Low,High,Low
REC_002777,user_056,2026-01-27,432.84,46,67,21.12,203.27,190.79,212.01,25.02,0.4408,0.1063,0.0774,0.1566,0.4898,3.0496,9.64,11.38,0.4408,45.78,1,Burnout,3,521.6433,497.2429,0.346,0.3781,108.0,107.7143,212.6833,197.7743,17.7533,14.3314,-0.2828,-0.4018,0.0985,0.6762,0.1738,0.1285,0.0923,0.1203,0.5139,0.4983,0.3587,0.3048,Low,Low,High,Medium
REC_002778,user_056,2026-01-28,460.07,88,89,21.41,243.08,204.01,144.11,47.28,0.4434,0.1913,0.0967,0.192,0.3132,3.5212,5.34,3.49,0.4434,36.29,1,Burnout,3,504.4533,492.8529,0.4035,0.3846,100.3333,103.8571,211.7233,201.86,16.2867,15.2429,0.0629,0.3284,0.1958,0.0137,0.1946,0.2182,0.1139,0.103,0.5244,0.5259,0.2935,0.2726,Low,Low,High,Medium
REC_002779,user_056,2026-01-29,459.34,128,118,15.98,289.33,230.03,213.18,55.06,0.5008,0.2787,0.1284,0.2412,0.4641,7.7067,3.61,1.6,0.5008,16.62,1,Burnout,3,498.8133,473.2429,0.377,0.3779,89.3333,103.0,210.4667,206.4243,18.3767,16.8729,-0.0016,0.3258,0.1903,-0.2536,0.2082,0.1993,0.152,0.1087,0.5609,0.4852,0.4129,0.4243,Low,Low,High,High
REC_002780,user_056,2026-01-30,502.67,109,161,12.63,201.63,226.99,221.08,26.14,0.4516,0.2168,0.1601,0.2103,0.4398,5.6101,4.7,2.71,0.4516,19.94,1,Burnout,3,450.75,476.2786,0.4224,0.3998,91.3333,101.1429,245.2267,214.7457,19.5033,17.4071,0.0943,0.3644,-0.3031,-0.2096,0.2006,0.1919,0.1465,0.1462,0.5612,0.5244,0.3675,0.3574,Low,Medium,High,Medium
REC_002781,user_056,2026-01-31,474.91,95,137,10.0,237.82,187.39,164.54,64.8,0.3946,0.2,0.1442,0.2,0.3465,4.0429,5.14,3.24,0.3946,30.16,1,Burnout,3,474.0267,488.55,0.4057,0.3921,122.6667,108.4286,244.68,225.0514,16.6733,17.7714,-0.0552,-0.1491,0.1795,-0.2082,0.1952,0.1752,0.1329,0.0908,0.5307,0.5368,0.2974,0.2845,Low,Low,High,Medium
REC_002782,user_056,2026-02-01,495.4,108,122,27.34,244.8,168.63,162.15,50.09,0.3404,0.218,0.1231,0.1915,0.3273,4.239,4.63,2.63,0.3404,26.99,1,Burnout,3,478.9733,487.1929,0.4168,0.3963,138.6667,115.1429,242.9267,229.5757,12.87,15.5543,0.0431,-0.1095,0.0293,1.734,0.2186,0.2622,0.1242,0.0791,0.4791,0.532,0.2754,0.3196,Medium,Low,High,Medium
REC_002783,user_056,2026-02-02,374.64,94,89,11.91,181.02,148.02,177.35,39.89,0.3951,0.2509,0.1188,0.1938,0.4734,7.0468,4.03,1.99,0.3951,24.21,1,Burnout,3,490.9933,489.8229,0.3712,0.387,140.0,115.1429,228.0833,229.2829,16.6567,17.2971,-0.2438,-0.2705,-0.2605,-0.5644,0.1602,0.2164,0.1251,0.0621,0.4906,0.4488,0.3784,0.4002,Low,Low,Medium,High
REC_002784,user_056,2026-02-03,440.69,75,74,15.4,217.74,176.4,189.84,32.35,0.4003,0.1702,0.084,0.1713,0.4308,4.3568,5.93,4.31,0.4003,31.23,2,Burnout,3,448.3167,457.1243,0.3824,0.4077,116.0,111.8571,221.2133,228.7071,16.4167,17.1986,0.1763,-0.1685,0.2029,0.293,0.1722,0.2237,0.103,0.0964,0.51,0.4505,0.336,0.3159,Low,Low,Medium,Medium
REC_002785,user_056,2026-02-04,412.35,88,121,10.0,145.92,174.98,184.28,58.05,0.4243,0.2134,0.1467,0.1902,0.4469,5.6748,4.73,2.74,0.4243,26.35,1,Burnout,3,436.91,458.2457,0.4105,0.3993,95.0,112.8571,214.52,230.7743,18.2167,16.3814,-0.0643,0.6351,-0.3298,-0.3506,0.1648,0.1538,0.1311,0.1373,0.5213,0.5244,0.3628,0.3357,Low,Low,High,Medium
REC_002786,user_056,2026-02-05,388.27,114,63,15.95,176.54,214.13,192.06,58.06,0.5515,0.2936,0.0811,0.2158,0.4947,8.6538,3.43,1.44,0.5515,18.78,1,Burnout,3,409.2267,451.4286,0.4504,0.4184,94.6667,117.4286,181.56,216.8943,12.4367,14.7514,-0.0584,-0.4793,0.2098,0.595,0.1542,0.155,0.1258,0.0984,0.5578,0.5201,0.4499,0.4151,Low,Low,High,High
REC_002787,user_056,2026-02-06,392.53,88,104,11.18,112.75,259.64,138.0,53.33,0.6615,0.2242,0.1325,0.2176,0.3516,4.5856,4.6,2.59,0.6615,34.92,1,Burnout,3,413.77,441.2757,0.4575,0.4228,86.0,109.5714,180.0667,200.7814,13.7833,14.7471,0.011,0.6508,-0.3613,-0.2991,0.1508,0.1116,0.1351,0.1537,0.6184,0.6428,0.3849,0.4917,Low,Medium,High,High
REC_002788,user_056,2026-02-07,415.58,53,139,10.0,246.16,201.28,204.77,56.51,0.4843,0.1275,0.1672,0.2039,0.4927,3.7537,7.88,7.6,0.4843,39.4,2,Burnout,3,397.7167,425.5414,0.4311,0.4102,96.0,101.4286,145.07,188.0843,12.3767,14.54,0.0587,0.3365,1.1832,-0.1055,0.1959,0.1704,0.1391,0.1346,0.5494,0.5429,0.3799,0.3281,Low,Low,High,Medium
REC_002789,user_056,2026-02-08,673.01,105,113,15.18,187.04,162.23,232.83,86.76,0.241,0.156,0.084,0.1378,0.346,3.2095,6.47,5.12,0.241,21.31,1,Burnout,3,398.7933,417.0657,0.4463,0.4311,102.0,101.7143,178.4833,189.2757,12.3767,14.54,0.6194,-0.1871,-0.2402,0.518,0.201,0.1405,0.0938,0.0765,0.5235,0.4788,0.2428,0.263,Low,Low,High,Low
REC_002790,user_056,2026-02-09,406.58,73,74,10.0,230.93,213.31,142.08,52.01,0.5246,0.1795,0.091,0.1971,0.3495,3.6894,5.68,3.96,0.5246,41.34,1,Burnout,3,493.7067,442.4386,0.3968,0.4337,118.6667,100.4286,181.9833,181.0243,12.12,12.8029,-0.3959,-0.3451,0.2347,-0.3412,0.1643,0.1345,0.1132,0.1673,0.5643,0.5666,0.3341,0.2319,Low,Medium,High,Low
REC_002791,user_056,2026-02-10,488.36,99,98,20.17,255.49,231.69,220.89,55.56,0.4744,0.2027,0.1003,0.203,0.4523,5.4058,5.02,3.09,0.4744,21.63,1,Burnout,3,498.39,447.0014,0.3961,0.416,108.6667,98.2857,221.3767,188.1543,11.7267,12.53,0.2011,0.3243,0.1064,1.017,0.2013,0.2161,0.1245,0.0937,0.5512,0.6163,0.3773,0.3514,Low,Low,High,Medium
REC_002792,user_056,2026-02-11,393.2,113,121,10.0,171.11,226.5,131.71,20.13,0.576,0.2874,0.1539,0.2386,0.335,5.6459,3.56,1.55,0.576,28.29,3,Burnout,3,522.65,453.8114,0.3826,0.4191,95.0,101.7143,224.4867,193.5471,15.1167,13.2114,-0.1949,0.2347,-0.3303,-0.5042,0.1702,0.1655,0.1519,0.1356,0.5826,0.5298,0.3633,0.2751,Low,Low,High,Medium
REC_002793,user_056,2026-02-12,583.08,80,56,10.3,227.23,234.07,276.02,49.0,0.4014,0.1372,0.048,0.1544,0.4734,3.8074,7.46,6.82,0.4014,23.16,1,Burnout,3,429.38,451.0757,0.3789,0.4031,97.6667,101.7143,219.1767,197.1457,13.39,13.2114,0.4829,-0.5372,0.328,0.03,0.1764,0.1491,0.0886,0.1038,0.5726,0.583,0.3479,0.3205,Low,Low,High,Medium
REC_002794,user_056,2026-02-13,526.02,97,109,10.0,177.0,210.54,168.92,57.16,0.4003,0.1844,0.1036,0.1726,0.3211,3.536,5.45,3.64,0.4003,29.48,2,Burnout,3,488.2133,478.9057,0.4202,0.4001,91.6667,100.7143,217.9433,204.3871,13.49,12.4043,-0.0979,0.9464,-0.2211,-0.0291,0.1748,0.2215,0.11,0.147,0.5519,0.5211,0.2839,0.3046,Low,Medium,High,Medium
REC_002795,user_056,2026-02-14,518.56,92,106,17.42,238.94,212.52,187.8,55.47,0.4098,0.1774,0.1022,0.1843,0.3622,3.8182,5.69,3.97,0.4098,27.92,2,Burnout,3,500.7667,497.9757,0.3765,0.3957,95.3333,101.4286,191.78,213.5657,10.1,12.2357,-0.0142,-0.0275,0.3499,0.742,0.1987,0.1502,0.1148,0.0622,0.5386,0.5205,0.306,0.2617,Low,Low,High,Low
REC_002796,user_056,2026-02-15,541.07,80,113,13.18,199.4,189.43,255.54,31.73,0.3501,0.1479,0.1044,0.1607,0.4723,4.103,6.91,5.84,0.3501,24.3,1,Burnout,3,542.5533,512.6871,0.3856,0.3771,90.3333,96.7143,214.39,212.5343,12.5733,13.2957,0.0434,0.066,-0.1655,-0.2434,0.1874,0.1886,0.1075,0.1135,0.5285,0.5041,0.335,0.275,Low,Low,High,Medium
REC_002797,user_056,2026-02-16,470.28,102,127,10.81,153.41,315.05,214.65,34.19,0.6699,0.2169,0.135,0.2259,0.4564,5.8689,4.67,2.67,0.6699,21.08,1,Burnout,3,528.55,493.8386,0.3852,0.3951,109.3333,96.7143,205.1133,214.3,13.5333,13.01,-0.1308,0.1239,-0.2306,-0.1798,0.1727,0.2919,0.1444,0.1412,0.6513,0.5852,0.4422,0.4852,Medium,Low,High,High
REC_002798,user_056,2026-02-17,386.27,93,130,24.75,195.08,211.96,190.41,19.31,0.5487,0.2408,0.1683,0.232,0.4929,6.99,4.23,2.19,0.5487,23.42,2,Burnout,3,509.97,502.9386,0.4303,0.4104,115.3333,104.2857,197.25,203.2257,13.8033,13.1257,-0.1786,0.0236,0.2716,1.2895,0.2019,0.2773,0.1556,0.1902,0.5382,0.5956,0.4317,0.457,Medium,Medium,High,High
REC_002799,user_056,2026-02-18,390.77,112,115,27.01,256.31,229.5,191.4,33.7,0.5873,0.2866,0.1471,0.2552,0.4898,8.2913,3.54,1.54,0.5873,19.43,1,Burnout,3,465.8733,488.3543,0.4739,0.4162,123.3333,108.8571,182.63,194.5957,16.2467,13.78,0.0116,-0.1154,0.3139,0.0913,0.2129,0.1864,0.1609,0.1297,0.5527,0.5985,0.455,0.4593,Low,Low,High,High
REC_002800,user_056,2026-02-19,379.01,74,125,11.31,155.84,170.91,189.43,31.36,0.4509,0.1952,0.1649,0.1971,0.4998,5.6991,5.26,3.39,0.4509,29.47,1,Burnout,3,415.7733,488.0071,0.4797,0.4383,124.0,108.0,201.6,206.7671,20.8567,16.21,-0.0301,0.087,-0.392,-0.5813,0.1703,0.2312,0.1382,0.1393,0.5185,0.4296,0.3922,0.2956,Medium,Low,Medium,Medium
REC_002801,user_057,2026-01-01,474.42,110,96,22.49,153.65,278.67,146.43,41.46,0.5874,0.2319,0.1012,0.2072,0.3086,4.1735,4.44,2.41,0.5874,29.26,1,Burnout,0,474.42,474.42,0.3086,0.3086,96.0,96.0,153.65,153.65,22.49,22.49,0.0,0.0,0.0,0.0,0.1791,0.1475,0.1232,0.2045,0.5923,0.5685,0.3414,0.3607,Low,Medium,High,Medium
REC_002802,user_057,2026-01-02,524.57,64,133,19.62,115.93,210.93,185.34,35.18,0.4021,0.122,0.1268,0.152,0.3533,2.5164,8.42,8.69,0.4021,41.61,1,Burnout,3,474.42,474.42,0.3086,0.3086,96.0,96.0,153.65,153.65,22.49,22.49,0.1057,0.3854,-0.2455,-0.1276,0.1828,0.2045,0.1059,0.0851,0.533,0.5196,0.2871,0.3319,Low,Low,High,Medium
REC_002803,user_057,2026-01-03,439.54,96,76,39.37,187.79,192.77,144.53,43.66,0.4386,0.2184,0.0865,0.1973,0.3288,4.2317,4.66,2.66,0.4386,32.27,2,Burnout,3,499.495,499.495,0.3309,0.3309,114.5,114.5,134.79,134.79,21.055,21.055,-0.1621,-0.4286,0.6199,1.0066,0.2018,0.2906,0.1139,0.1698,0.4789,0.5453,0.3054,0.2795,Medium,Medium,High,Medium
REC_002804,user_057,2026-01-04,450.75,89,107,39.49,122.09,202.51,167.79,30.74,0.4493,0.1974,0.1187,0.1903,0.3723,4.3926,5.08,3.17,0.4493,29.98,1,Burnout,3,479.51,479.51,0.3302,0.3302,101.6667,101.6667,152.4567,152.4567,27.16,27.16,0.0255,0.4079,-0.3499,0.003,0.1997,0.1841,0.1214,0.1037,0.4875,0.4048,0.3276,0.2413,Low,Low,Medium,Low
REC_002805,user_057,2026-01-05,517.74,106,71,14.85,253.26,175.76,240.38,63.66,0.3395,0.2047,0.0686,0.1733,0.4643,5.6785,4.91,2.95,0.3395,18.82,2,Burnout,3,471.62,472.32,0.3515,0.3408,105.3333,103.0,141.9367,144.865,32.8267,30.2425,0.1486,-0.3364,1.0744,-0.624,0.1863,0.2256,0.105,0.0988,0.5118,0.5333,0.3444,0.3402,Low,Low,High,Medium
REC_002806,user_057,2026-01-06,426.93,89,51,34.22,296.53,232.93,183.14,50.1,0.5456,0.2085,0.0597,0.2172,0.429,5.3405,4.82,2.85,0.5456,26.66,1,Burnout,3,469.3433,481.404,0.3885,0.3655,84.6667,96.6,187.7133,166.544,31.2367,27.164,-0.1754,-0.2817,0.1709,1.3044,0.2081,0.2003,0.1156,0.0964,0.5327,0.4825,0.3887,0.4362,Low,Low,High,High
REC_002807,user_057,2026-01-07,497.28,64,162,25.99,208.39,220.16,198.99,38.11,0.4427,0.1287,0.1629,0.1891,0.4001,3.0164,7.96,7.76,0.4427,37.71,1,Burnout,3,465.14,472.325,0.4219,0.376,76.3333,89.0,223.96,188.2083,29.52,28.34,0.1648,2.0,-0.2972,-0.2405,0.2223,0.1942,0.1323,0.0816,0.5285,0.5765,0.323,0.3401,Low,Low,High,Medium
REC_002808,user_057,2026-01-08,486.85,71,97,32.62,137.02,195.44,156.41,55.9,0.4014,0.1458,0.0996,0.1577,0.3213,2.7113,7.11,6.19,0.4014,43.33,1,Burnout,3,480.65,475.89,0.4311,0.3795,94.6667,99.4286,252.7267,191.0914,25.02,28.0043,-0.021,-0.4012,-0.3425,0.2551,0.1918,0.2247,0.0997,0.0496,0.4929,0.5097,0.2761,0.255,Low,Low,High,Low
REC_002809,user_057,2026-01-09,495.22,82,103,23.38,263.74,255.59,181.6,53.12,0.5161,0.1656,0.104,0.2028,0.3667,3.6348,6.05,4.49,0.5161,31.49,1,Burnout,3,470.3533,477.6657,0.3835,0.3813,103.3333,99.5714,213.98,188.7157,30.9433,29.4514,0.0172,0.0619,0.9248,-0.2833,0.2104,0.2369,0.1216,0.1543,0.566,0.5218,0.3379,0.3494,Medium,Medium,High,Medium
REC_002810,user_057,2026-01-10,431.72,109,97,29.08,217.27,260.17,146.11,30.88,0.6026,0.2525,0.1123,0.2307,0.3384,5.0033,4.06,2.02,0.6026,28.01,1,Burnout,3,493.1167,473.4729,0.3627,0.3832,120.6667,95.2857,203.05,209.8314,27.33,29.9886,-0.1282,-0.0583,-0.1762,0.2438,0.2011,0.1347,0.1363,0.1109,0.5704,0.5489,0.3662,0.4193,Low,Low,High,High
REC_002811,user_057,2026-01-11,373.06,107,77,39.48,113.33,197.82,127.63,20.96,0.5303,0.2868,0.1032,0.2184,0.3421,5.79,3.55,1.54,0.5303,29.64,1,Burnout,3,471.2633,472.3557,0.3421,0.3846,99.0,98.2857,206.01,214.0429,28.36,28.5186,-0.1359,-0.2062,-0.4784,0.3576,0.1801,0.1644,0.1281,0.0922,0.4957,0.4947,0.3538,0.3269,Low,Low,High,Medium
REC_002812,user_057,2026-01-12,410.62,97,73,21.67,167.18,230.29,168.22,52.68,0.5608,0.2362,0.0889,0.2033,0.4097,5.6987,4.31,2.28,0.5608,26.39,1,Burnout,3,433.3333,461.2571,0.3491,0.3803,92.3333,94.0,198.1133,212.7914,30.6467,28.5171,0.1007,-0.0519,0.4752,-0.4511,0.1668,0.1081,0.1189,0.0855,0.5587,0.4873,0.3891,0.4233,Low,Low,High,High
REC_002813,user_057,2026-01-13,540.08,99,132,26.63,200.34,212.54,264.08,68.79,0.3935,0.1833,0.1222,0.1816,0.489,5.3325,5.5,3.71,0.3935,18.75,1,Burnout,3,405.1333,445.9543,0.3634,0.3725,82.3333,94.2857,165.9267,200.4943,30.0767,29.4914,0.3153,0.8082,0.1983,0.2289,0.2138,0.1304,0.1245,0.0441,0.5207,0.5717,0.367,0.3537,Low,Low,High,Medium
REC_002814,user_057,2026-01-14,355.12,97,145,34.83,210.25,215.92,132.61,19.16,0.608,0.2732,0.2042,0.2697,0.3734,6.0825,3.68,1.66,0.608,30.14,2,Burnout,3,441.2533,462.1186,0.4136,0.381,94.0,105.8571,160.2833,186.7529,29.26,28.4071,-0.3425,0.0985,0.0495,0.3079,0.2283,0.22,0.1788,0.1473,0.5334,0.4855,0.3926,0.4289,Low,Medium,High,High
